time,open,high,low,close,volume
2025-11-07 20:00:00+00:00,103339.796875,104036.640625,102958.6875,103373.3671875,3113623552
2025-11-08 00:00:00+00:00,103296.953125,103359.0625,102569.5078125,102600.0390625,0
2025-11-08 04:00:00+00:00,102630.40625,102748.40625,101911.6015625,102301.4140625,898064384
2025-11-08 08:00:00+00:00,102309.9921875,102619.5078125,101760.0859375,101775.734375,0
2025-11-08 12:00:00+00:00,101804.6171875,102154.59375,101463.1953125,101637.4375,0
2025-11-08 16:00:00+00:00,101678.3046875,102201.7421875,101535.1015625,101920.5546875,0
2025-11-08 20:00:00+00:00,101955.2890625,102455.3203125,101951.0078125,102278.984375,0
2025-11-09 00:00:00+00:00,102287.390625,102307.6328125,101468.875,101650.90625,0
2025-11-09 04:00:00+00:00,101634.7421875,102064.609375,101632.546875,101885.4609375,1054281728
2025-11-09 08:00:00+00:00,101922.34375,102266.2890625,101524.90625,102188.7109375,1512091648
2025-11-09 12:00:00+00:00,102208.90625,104012.7421875,102055.9140625,103758.5078125,4333047808
2025-11-09 16:00:00+00:00,103730.7734375,104786.1875,103345.8515625,104786.1875,1236344832
2025-11-09 20:00:00+00:00,104788.0625,105253.3046875,104189.84375,104723.7734375,6383652864
2025-11-10 00:00:00+00:00,104725.828125,106529.5234375,104365.1796875,106007.0859375,8608260096
2025-11-10 04:00:00+00:00,106021.4296875,106511.3125,105859.90625,106421.890625,1597992960
2025-11-10 08:00:00+00:00,106442.296875,106545.859375,105916.5,106184.1953125,2375245824
2025-11-10 12:00:00+00:00,106184.328125,106535.1328125,104727.78125,104979.7734375,3541049344
2025-11-10 16:00:00+00:00,105024.46875,106009.125,104823.875,105806.75,2210488320
2025-11-10 20:00:00+00:00,105769.5625,106241.0546875,105280.71875,105996.859375,1328701440
2025-11-11 00:00:00+00:00,105986.1796875,107341.21875,105563.3125,106437.6015625,1552973824
2025-11-11 04:00:00+00:00,106446.6640625,106480.890625,104773.1953125,104788.7109375,4057772032
2025-11-11 08:00:00+00:00,104765.2265625,105458.03125,104765.2265625,105250.3203125,317136896
2025-11-11 12:00:00+00:00,105307.4453125,105466.7421875,103238.3828125,103478.7421875,5521465344
2025-11-11 16:00:00+00:00,103497.59375,103711.1171875,102898.46875,103111.40625,669777920
2025-11-11 20:00:00+00:00,103105.953125,103185.375,102462.1171875,103011.4375,431972352
2025-11-12 00:00:00+00:00,103019.21875,103398.6484375,102724.78125,103262.40625,0
2025-11-12 04:00:00+00:00,103260.1875,103587.46875,103038.0390625,103086.46875,0
2025-11-12 08:00:00+00:00,103106.53125,105184.4140625,103106.53125,105011.9765625,4328189952
2025-11-12 12:00:00+00:00,105008.5078125,105292.03125,102035.890625,102100.9453125,869310464
2025-11-12 16:00:00+00:00,102173.4296875,102211.4375,100863.390625,101276.109375,5732671488
2025-11-12 20:00:00+00:00,101269.5234375,101965.5,101175.1875,101674.1484375,2463064064
2025-11-13 00:00:00+00:00,101661.0625,102522.2890625,101027.640625,102291.65625,4531740672
2025-11-13 04:00:00+00:00,102245.1484375,103976.484375,101758.1640625,103443.328125,8369496064
2025-11-13 08:00:00+00:00,103475.28125,103738.9296875,102592.3125,102957.8125,0
2025-11-13 12:00:00+00:00,102954.5234375,103233.0234375,101250.6328125,101301.1953125,6251094016
2025-11-13 16:00:00+00:00,101378.4765625,101422.4765625,98213.8359375,98650.9921875,15929327616
2025-11-13 20:00:00+00:00,98644.015625,100436.953125,98035.65625,99694.703125,7473102848
2025-11-14 00:00:00+00:00,99690.40625,99789.1640625,98744.25,99087.3515625,3269681152
2025-11-14 04:00:00+00:00,99102.328125,99102.75,96120.90625,97102.8359375,11834687488
2025-11-14 08:00:00+00:00,97102.5703125,97473.7734375,95823.5390625,96073.0625,4257464320
2025-11-14 12:00:00+00:00,96152.84375,97182.765625,94525.0625,96787.4140625,13569941504
2025-11-14 16:00:00+00:00,96718.0390625,97291.0625,94805.4921875,95615.3046875,0
2025-11-14 20:00:00+00:00,95693.171875,95799.1796875,94148.2421875,94420.46875,4126285824
